ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
11,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,Sự khác biệt chính giữa Thẻ thông minh (Smart Card) và Thẻ từ truyền thống là gì?,Thẻ thông minh làm bằng kim loại.,Thẻ thông minh có chip vi xử lý nhúng.,Thẻ thông minh kích thước lớn hơn.,Thẻ thông minh không cần mật khẩu.,B,Thẻ thông minh có chip vi xử lý nhúng.,"Thẻ thông minh chứa dữ liệu trong một vi mạch (microchip) nhúng, có khả năng xử lý và lưu trữ tốt hơn dải từ."
12,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,PayPal hoạt động theo mô hình nào để bảo vệ thông tin tài chính của người dùng?,Yêu cầu người dùng gửi tiền mặt.,Hoạt động như một trung gian thanh toán.,Bắt buộc người dùng dùng thẻ Visa.,Công khai số thẻ để đối chiếu.,B,Hoạt động như một trung gian thanh toán.,"PayPal hoạt động như một cổng thanh toán trung gian, người mua trả tiền qua PayPal nên không cần tiết lộ thông tin thẻ trực tiếp cho người bán."
13,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"""Tokenization"" (Mã hóa token) trong thanh toán giúp tăng cường bảo mật bằng cách nào?",Thay thế số thẻ thật bằng mã định danh ảo.,Yêu cầu khách hàng gửi thẻ qua bưu điện.,Sử dụng dấu vân tay để mở khóa điện thoại.,Chặn tất cả các giao dịch quốc tế.,A,Thay thế số thẻ thật bằng mã định danh ảo.,Tokenization thay thế dữ liệu nhạy cảm (như số thẻ) bằng các ký hiệu định danh (token) để nếu bị đánh cắp thì kẻ gian cũng không dùng được. (Kiến thức bổ trợ từ ngữ cảnh bảo mật thanh toán hiện đại).
14,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,Loại tấn công mạng nào sử dụng mạng lưới các máy tính bị nhiễm mã độc (Botnet) để làm tê liệt hệ thống mục tiêu?,Phishing.,DDoS (Tấn công từ chối dịch vụ).,SQL Injection.,Ransomware.,B,DDoS (Tấn công từ chối dịch vụ).,Tấn công DDoS (Distributed Denial of Service) sử dụng mạng lưới botnet để gửi lượng dữ liệu khổng lồ làm quá tải hệ thống.
15,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"Trong hệ thống mã hóa khóa công khai (Public Key Encryption), nếu A muốn gửi tin nhắn bảo mật chỉ cho B đọc, A sẽ dùng khóa nào để mã hóa?",,,Khóa riêng của,Khóa công khai của A.,B,,"Để đảm bảo tính bảo mật (chỉ B đọc được), A dùng khóa công khai của B để mã hóa. Chỉ khóa riêng của B mới giải mã được."
16,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"""Non-repudiation"" (Tính không thể chối bỏ) trong giao dịch điện tử có vai trò gì?",Ngăn chặn hacker xem trộm dữ liệu.,Ngăn các bên phủ nhận hành động đã thực hiện.,Đảm bảo hệ thống luôn hoạt động 24/7.,Xác thực danh tính người dùng bằng mật khẩu.,B,Ngăn các bên phủ nhận hành động đã thực hiện.,Non-repudiation đảm bảo rằng người gửi hoặc người nhận không thể chối bỏ (phủ nhận) việc họ đã thực hiện giao dịch hoặc gửi tin nhắn.
17,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,Tại sao các ví điện tử dựa trên đám mây (Cloud-based wallets) dễ triển khai hơn ví dựa trên thiết bị (Device-based)?,Vì chúng không cần kết nối Internet.,Vì chúng ít phụ thuộc vào phần cứng điện thoại.,Vì chúng không cần liên kết ngân hàng.,Vì chúng bảo mật kém hơn.,B,Vì chúng ít phụ thuộc vào phần cứng điện thoại.,Ví dựa trên đám mây (như dùng mã QR) không yêu cầu phần cứng đặc biệt như chip NFC trên điện thoại hay thiết bị đọc thẻ phức tạp tại điểm bán.
18,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"Lợi ích lớn nhất của việc sử dụng ""Chữ ký số"" (Digital Signature) so với chữ ký quét (scanned signature) là gì?",Đẹp hơn về mặt thẩm mỹ.,Đảm bảo tính toàn vẹn và xác thực.,Dễ dàng sao chép để dùng nhiều lần.,Không cần phần mềm để đọc.,B,Đảm bảo tính toàn vẹn và xác thực.,"Chữ ký số sử dụng mã hóa để xác thực danh tính người gửi và đảm bảo nội dung không bị thay đổi (tính toàn vẹn), điều mà chữ ký quét ảnh không làm được."
19,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"Trong quy trình thanh toán thẻ, phí ""Interchange Rate"" chủ yếu được trả cho đối tượng nào?",Người bán hàng (Merchant).,Ngân hàng phát hành thẻ (Issuing Bank).,Cổng thanh toán (Payment Gateway).,Khách hàng (Cardholder).,B,Ngân hàng phát hành thẻ (Issuing Bank).,"Phần lớn phí chiết khấu (discount rate) là phí Interchange, được trả cho ngân hàng phát hành thẻ để xử lý giao dịch và chịu rủi ro tín dụng."
20,Chương_1_Tiết 5 Hạ tầng Thanh toán và An toàn thông tin,1,1,"Tấn công ""Man-in-the-middle"" (Người đứng giữa) đe dọa yếu tố nào của an toàn thông tin?",Tính sẵn sàng của hệ thống.,Tính bảo mật và toàn vẹn dữ liệu.,Tốc độ xử lý của máy chủ.,Khả năng lưu trữ của cơ sở dữ liệu.,B,Tính bảo mật và toàn vẹn dữ liệu.,"Kẻ tấn công đứng giữa lén lút chuyển tiếp và có thể thay đổi giao tiếp giữa hai bên, xâm phạm tính bảo mật (đọc trộm) và tính toàn vẹn (sửa đổi)."
