ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
13,Chương 2. Tiết 3,2,1,"Theo quy tắc của Tòa án, chứng cứ hợp lệ nhất trong tranh chấp Hợp đồng điện tử là gì?",Bản in giấy có đóng dấu treo của hai công ty.,Lời khai làm chứng của các nhân viên công ty.,Thông điệp dữ liệu gốc kèm theo lịch sử (Log).,Bản sao chụp màn hình điện thoại về tin nhắn.,C,Thông điệp dữ liệu gốc kèm theo lịch sử (Log).,Đáp án chính xác là: Thông điệp dữ liệu gốc kèm theo lịch sử (Log).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
14,Chương 2. Tiết 3,2,1,"Lịch sử giao dịch, dùng làm bằng chứng trước tòa, còn được gọi là gì?",Chức năng Dấu thời gian (Time-stamping).,Hệ thống File nhật ký nội bộ (Log files).,Công cụ Mã hóa dữ liệu bảo mật đầu cuối.,Chứng thư số của công ty đang giao dịch.,B,Hệ thống File nhật ký nội bộ (Log files).,Đáp án chính xác là: Hệ thống File nhật ký nội bộ (Log files).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
15,Chương 2. Tiết 3,2,1,"Hệ thống lưu trữ của doanh nghiệp cần đảm bảo ""tính sẵn sàng"" nghĩa là gì?",Sẵn sàng xóa dữ liệu ngay khi có sự cố lớn.,Có thể trích xuất ra lưu trữ khi Tòa án yêu cầu.,Luôn in sẵn các bản giấy cứng cho mọi giao dịch.,Kết nối liên tục với hệ thống của mạng xã hội.,B,Có thể trích xuất ra lưu trữ khi Tòa án yêu cầu.,Đáp án chính xác là: Có thể trích xuất ra lưu trữ khi Tòa án yêu cầu.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
16,Chương 2. Tiết 3,2,1,"Trước khi chia sẻ dữ liệu nhạy cảm, doanh nghiệp cần yêu cầu đối tác ký kết thỏa thuận gì?",Thỏa thuận Hợp đồng mua bán hàng hóa chung.,Thỏa thuận Biên bản thanh lý hợp đồng gốc.,Thỏa thuận bảo mật thông tin điện tử (NDA).,Thỏa thuận Biên lai thu tiền giao dịch hàng.,C,Thỏa thuận bảo mật thông tin điện tử (NDA).,Đáp án chính xác là: Thỏa thuận bảo mật thông tin điện tử (NDA).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
17,Chương 2. Tiết 3,2,1,"Về mặt kỹ thuật mạng, để bảo mật thông tin, doanh nghiệp bắt buộc phải dùng giao thức nào?",Sử dụng qua hệ thống HTTP thông thường.,Sử dụng qua hệ thống Giao thức file FTP.,Sử dụng qua hệ thống Giao thức chuẩn HTTPS.,Sử dụng qua hệ thống Giao thức mail SMTP.,C,Sử dụng qua hệ thống Giao thức chuẩn HTTPS.,Đáp án chính xác là: Sử dụng qua hệ thống Giao thức chuẩn HTTPS.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
18,Chương 2. Tiết 3,2,1,"Sự cố ""Mất kết nối khi đang ký"" thường dẫn đến hậu quả gì?",Hệ thống tự động hủy luôn hợp đồng đang thực hiện.,Xảy ra tranh chấp giữa trạng thái Đã gửi và Đã nhận.,Thông tin thẻ tín dụng của người mua lập tức bị lộ.,Bên đối tác sẽ bị phạt tiền do gian lận kết nối mạng.,B,Xảy ra tranh chấp giữa trạng thái Đã gửi và Đã nhận.,Đáp án chính xác là: Xảy ra tranh chấp giữa trạng thái Đã gửi và Đã nhận.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
19,Chương 2. Tiết 3,2,1,"Để khắc phục sự cố hệ thống khi giao dịch, doanh nghiệp BẮT BUỘC phải có thành phần nào?",Một nền tảng mạng xã hội riêng của công ty.,Một đội ngũ nhiều nhân viên trực đường dây.,Một hệ thống dự phòng Backup Server và gửi SMS.,Một hệ thống đường truyền cáp quang tốc độ cao.,C,Một hệ thống dự phòng Backup Server và gửi SMS.,Đáp án chính xác là: Một hệ thống dự phòng Backup Server và gửi SMS.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
20,Chương 2. Tiết 3,2,1,"Hình thức tấn công ""Phishing"" hoạt động như thế nào?",Kẻ gian tấn công trực tiếp vào máy chủ của công ty.,Kẻ gian giả mạo email hoặc tên miền lừa đối tác.,Kẻ gian đánh tráo nội dung file ngay trên internet.,Kẻ gian dùng virus phá hủy hoàn toàn dữ liệu máy.,B,Kẻ gian giả mạo email hoặc tên miền lừa đối tác.,Đáp án chính xác là: Kẻ gian giả mạo email hoặc tên miền lừa đối tác.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
21,Chương 2. Tiết 3,2,1,Đòn tấn công nào mô tả việc kẻ gian can thiệp và đánh tráo nội dung hợp đồng ngay trên đường truyền?,Bẫy Phishing - Tấn công giả mạo email lừa đảo.,Bẫy Account Takeover - Chiếm đoạt tài khoản.,Bẫy Man-in-the-Middle - Tấn công chặn xen giữa.,Bẫy hệ thống DDoS - Thực hiện Từ chối dịch vụ.,C,Bẫy Man-in-the-Middle - Tấn công chặn xen giữa.,Đáp án chính xác là: Bẫy Man-in-the-Middle - Tấn công chặn xen giữa.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
22,Chương 2. Tiết 3,2,1,"Rủi ro ""Chối bỏ trách nhiệm"" (Repudiation) thường xảy ra trong tình huống nào?",Một bên lấy cớ không ký khi giá thị trường biến động.,Một hệ thống mạng nội bộ bị ngắt kết nối kéo dài.,Một người mua bất ngờ bị đánh cắp mật khẩu gốc.,Một chứng thư số đã bị hết hạn sử dụng không rõ.,A,Một bên lấy cớ không ký khi giá thị trường biến động.,Đáp án chính xác là: Một bên lấy cớ không ký khi giá thị trường biến động.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
23,Chương 2. Tiết 3,2,1,"Đâu là lớp phòng thủ công nghệ cao nhất, đạt tiêu chuẩn quốc tế mà doanh nghiệp nên áp dụng?",Sao lưu dữ liệu ra ổ cứng cá nhân định kỳ hàng tuần.,Chọn nhà cung cấp dịch vụ có tiêu chuẩn ISO 27001.,Yêu cầu đổi mật khẩu các tài khoản nội bộ hàng ngày.,Sử dụng các phần mềm diệt virus miễn phí toàn diện.,B,Chọn nhà cung cấp dịch vụ có tiêu chuẩn ISO 27001.,Đáp án chính xác là: Chọn nhà cung cấp dịch vụ có tiêu chuẩn ISO 27001.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
24,Chương 2. Tiết 3,2,1,"Khi nhận được email đối tác thông báo đổi số tài khoản ngân hàng, lớp khiên phòng thủ cuối cùng là gì?",Nhắn tin ngay qua email để kiểm chứng thông tin an toàn.,Chuyển ngay một mức tiền tối thiểu để thử mức chuẩn xác.,Gọi điện trực tiếp để xác nhận lại thông qua giọng nói.,Hoàn toàn bỏ qua email gửi tới vì đó chắc chắn lừa đảo.,C,Gọi điện trực tiếp để xác nhận lại thông qua giọng nói.,Đáp án chính xác là: Gọi điện trực tiếp để xác nhận lại thông qua giọng nói.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
25,Chương 2. Tiết 3,2,1,Nguyên tắc đầu tiên nhất để bảo vệ Người tiêu dùng (B2C) theo tài liệu là gì?,Khách phải luôn săn hàng giảm giá trước khi chọn mua.,Khách phải liên kết thẻ với mọi kênh để kiểm tra độ thật.,Khách cần đọc trước khi click chọn đặc biệt phần hoàn tiền.,Khách phải dùng phương thức giao nhận trả hình thức tiền COD.,C,Khách cần đọc trước khi click chọn đặc biệt phần hoàn tiền.,Đáp án chính xác là: Khách cần đọc trước khi click chọn đặc biệt phần hoàn tiền.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
26,Chương 2. Tiết 3,2,1,"Để kiểm tra ""dấu hiệu tin cậy"" trên trang mua sắm, người tiêu dùng cần chú ý gì?",Số lượng người theo dõi hoặc thích trên trang Fanpage.,Biểu tượng khóa HTTPS hiển thị và Logo của Bộ Công Thương.,Các bình luận khen ngợi có đầy đủ hình ảnh review đính kèm.,"Độ bắt mắt, cách thiết kế nhiều màu sắc của toàn trang.",B,Biểu tượng khóa HTTPS hiển thị và Logo của Bộ Công Thương.,Đáp án chính xác là: Biểu tượng khóa HTTPS hiển thị và Logo của Bộ Công Thương.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
27,Chương 2. Tiết 3,2,1,"Tại sao việc ""Tuyệt đối không chia sẻ mã OTP"" lại là nguyên tắc quan trọng nhất đối với người tiêu dùng?",Bởi vì hệ thống sẽ đánh phí cực cao mỗi lần chia sẻ OTP.,Bởi vì lộ mã sẽ làm giảm hạng thành viên VIP trên website.,Bởi vì OTP là khiên chặn cuối cùng trước khi kẻ gian phá khóa.,Bởi vì chia sẻ ra sẽ làm chậm tốc độ xử lý đơn hàng lúc sau.,C,Bởi vì OTP là khiên chặn cuối cùng trước khi kẻ gian phá khóa.,Đáp án chính xác là: Bởi vì OTP là khiên chặn cuối cùng trước khi kẻ gian phá khóa.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
28,Chương 2. Tiết 3,2,1,"Trong Case Study ""Chữ ký số bị mượn tạm"", việc Giám đốc A giao USB Token cho kế toán thể hiện lỗ hổng gì?",Đây là dạng lỗ hổng về cấu trúc hệ thống hạ tầng mạng.,Đây là dạng lỗ hổng về quy trình kiểm soát của ngân hàng.,Đây là dạng lỗ hổng trực tiếp từ đối thủ cài bẫy vào máy.,Đây là dạng lỗ hổng liên quan đến việc quản lý nội bộ yếu.,D,Đây là dạng lỗ hổng liên quan đến việc quản lý nội bộ yếu.,Đáp án chính xác là: Đây là dạng lỗ hổng liên quan đến việc quản lý nội bộ yếu.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
29,Chương 2. Tiết 3,2,1,Phán quyết của Tòa án trong Case Study dựa trên nền tảng pháp lý nào?,Luật chưa rõ nên hai bên tự chia thiệt hại công bằng.,Giám đốc không trực tiếp ký nên hợp đồng bị hủy bỏ.,Lỗi nội bộ không làm vô hiệu HĐ đối với bên ngay tình.,Tòa thiên vị cho người mua trong mọi sự bất trắc.,C,Lỗi nội bộ không làm vô hiệu HĐ đối với bên ngay tình.,Đáp án chính xác là: Lỗi nội bộ không làm vô hiệu HĐ đối với bên ngay tình.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
30,Chương 2. Tiết 3,2,1,"Giải pháp triệt để ngăn ngừa việc rủi ro bị ""mượn tạm"" chữ ký số trong doanh nghiệp là gì?",Cất Token vào két sắt và chỉ có một mình giám đốc cầm khóa.,Chỉ tin và giao thiết bị chữ ký cho những người thân quen nhà.,Chuyển hoàn toàn sang việc chỉ xử lý HĐ giấy tờ có chữ tay.,Dùng trình ký đa lớp kết hợp với xác thực OTP gửi về điện thoại.,D,Dùng trình ký đa lớp kết hợp với xác thực OTP gửi về điện thoại.,Đáp án chính xác là: Dùng trình ký đa lớp kết hợp với xác thực OTP gửi về điện thoại.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
