ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
11,Chương 2. Tiết 4,2,1,Việc công ty chuyển khoản trả lương hàng tháng cho nhân viên thuộc loại thanh toán nào?,Thanh toán trong chuyên nghành Thương mại trực tuyến điện tử.,Một kênh mua bán nội bộ trực tuyến hiện đại thông dụng (B2E).,Thanh toán điện tử thông thường chỉ luân chuyển tiền mặt số.,Giao dịch để thực hiện tiến trình trao đổi hàng hóa tiêu dùng.,C,Thanh toán điện tử thông thường chỉ luân chuyển tiền mặt số.,Đáp án chính xác là: Thanh toán điện tử thông thường chỉ luân chuyển tiền mặt số.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
12,Chương 2. Tiết 4,2,1,"Khi mở ứng dụng MoMo quét mã QR mua cuốn sách trên nhà sách Fahasa, hành động đó gọi là gì?",Thực hiện hình thức chuyển khoản số tiền điện tử ở mức cơ bản.,Thanh toán điện tử thông thường không kèm theo những hợp đồng.,Thanh toán trong Thương mại điện tử do đi kèm với lệnh mua hàng.,Là một phần cấu trúc trong quy trình thanh toán nội bộ cá nhân.,C,Thanh toán trong Thương mại điện tử do đi kèm với lệnh mua hàng.,Đáp án chính xác là: Thanh toán trong Thương mại điện tử do đi kèm với lệnh mua hàng.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
13,Chương 2. Tiết 4,2,1,"Ngoài tính toàn vẹn (Integrity), tính xác thực (Authentication) và tính chống chối bỏ (Non-repudiation), trụ cột thứ tư của bảo mật thanh toán là gì?",Tính tiện dụng cao trong cài đặt (Usability).,Tính bảo mật dữ liệu khách hàng (Confidentiality).,Tính nhanh chóng và hồi đáp (Speed).,Tính mở rộng nền tảng (Scalability).,B,Tính bảo mật dữ liệu khách hàng (Confidentiality).,Đáp án chính xác là: Tính bảo mật dữ liệu khách hàng (Confidentiality).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
14,Chương 2. Tiết 4,2,1,"Trụ cột ""Bảo mật"" (Confidentiality) trong thanh toán điện tử có vai trò gì?",Dùng để chặn bên thứ ba dọc truyền đọc lén dữ liệu (như CVV).,Đảm bảo mọi việc thực hiện đăng nhập vào hệ thống phải rất nhanh.,Dùng để ngăn chặn hoàn toàn việc dữ liệu cố tình bị sửa dọc đường.,Khóa bắt buộc mọi người dùng phải xác thực chính danh vân tay.,A,Dùng để chặn bên thứ ba dọc truyền đọc lén dữ liệu (như CVV).,Đáp án chính xác là: Dùng để chặn bên thứ ba dọc truyền đọc lén dữ liệu (như CVV).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
15,Chương 2. Tiết 4,2,1,"Nếu hacker chặn đường truyền và thêm số 0 vào số tiền chuyển đi (từ 500 nghìn thành 5 triệu), trụ cột nào sẽ giúp hệ thống phát hiện và hủy giao dịch?",Tính năng phát sinh chống chối bỏ trên hệ thống (Non-repudiation).,Hệ thống bảo vệ toàn diện các dữ liệu theo chuẩn (Confidentiality).,Quá trình yêu cầu tính bắt buộc xác thực lại thông tin (Authentication).,Tính toàn vẹn Dữ liệu tự động khóa khi bị mất cân bằng (Data Integrity).,D,Tính toàn vẹn Dữ liệu tự động khóa khi bị mất cân bằng (Data Integrity).,Đáp án chính xác là: Tính toàn vẹn Dữ liệu tự động khóa khi bị mất cân bằng (Data Integrity).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
16,Chương 2. Tiết 4,2,1,Sinh trắc học (Face ID) hay mã OTP phục vụ giải quyết yêu cầu trụ cột nào của hệ thống thanh toán?,Đảm bảo tính cực an ninh hệ thống nội bộ dữ liệu chống đọc trộm.,Xác nhận đúng danh tính cá nhân qua hệ thống xác thực (Authentication).,Thỏa mãn được tính chất thiết yếu về nguyên lý của độ toàn vẹn.,Tạo lập một cơ sở tính bảo mật với tường lửa cấu trúc dữ liệu.,B,Xác nhận đúng danh tính cá nhân qua hệ thống xác thực (Authentication).,Đáp án chính xác là: Xác nhận đúng danh tính cá nhân qua hệ thống xác thực (Authentication).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
17,Chương 2. Tiết 4,2,1,Mã OTP và các file nhật ký (Log-file) là bằng chứng không thể tranh cãi trước pháp luật. Nó thể hiện tính chất gì?,Tính chống chối bỏ (Non-repudiation).,Tính thẩm quyền ban chỉ đạo (Authority).,Tính sẵn sàng sử dụng lâu (Availability).,Tính minh bạch trong lưu dữ liệu (Transparency).,A,Tính chống chối bỏ (Non-repudiation).,Đáp án chính xác là: Tính chống chối bỏ (Non-repudiation).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
18,Chương 2. Tiết 4,2,1,Ngân hàng đại diện cho người Mua (người thanh toán tiền) trong hệ sinh thái thanh toán được gọi là?,Bên kết nối thuộc về tổ chức Ngân hàng thu hộ thanh toán (Acquirer).,Tổ chức chuyên xử lý tài khoản cho bên Ngân hàng phát hành (Issuer).,Tổ chức chuyên cung cấp hệ mã kỹ thuật truyền Cổng mạch (Switch).,Hệ thống xây dựng và bảo vệ kết nối cổng Gateway (Payment Gateway).,B,Tổ chức chuyên xử lý tài khoản cho bên Ngân hàng phát hành (Issuer).,Đáp án chính xác là: Tổ chức chuyên xử lý tài khoản cho bên Ngân hàng phát hành (Issuer).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
19,Chương 2. Tiết 4,2,1,Ngân hàng đại diện cho người Bán (chuyên lắp đặt máy POS) gọi là gì?,Bên kết nối thuộc về tổ chức Ngân hàng thu hộ thanh toán (Acquirer).,Tổ chức chuyên xử lý tài khoản cho bên Ngân hàng phát hành (Issuer).,Tổ chức chuyên cung cấp hệ mã kỹ thuật truyền Cổng mạch (Switch).,Hệ thống xây dựng và bảo vệ kết nối cổng Gateway (Payment Gateway).,A,Bên kết nối thuộc về tổ chức Ngân hàng thu hộ thanh toán (Acquirer).,Đáp án chính xác là: Bên kết nối thuộc về tổ chức Ngân hàng thu hộ thanh toán (Acquirer).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
20,Chương 2. Tiết 4,2,1,Tổ chức NAPAS đóng vai trò gì trong hệ sinh thái thanh toán Việt Nam?,Làm cơ quan Ngân hàng thanh toán cho các hệ thống phần mềm.,Là bên tổ chức cấu trúc của một Ngân hàng phát hành tài khoản.,Đóng vai trò điều phối xử lý kỹ thuật trung gian đường truyền (Switch).,Cung cấp tên miền Website thanh toán sách báo truyền thông nội bộ.,C,Đóng vai trò điều phối xử lý kỹ thuật trung gian đường truyền (Switch).,Đáp án chính xác là: Đóng vai trò điều phối xử lý kỹ thuật trung gian đường truyền (Switch).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
21,Chương 2. Tiết 4,2,1,Gian lận Chargeback Fraud (Gian lận thẻ) thường diễn ra như thế nào?,Nhóm hacker tiến hành xâm nhập và đánh sập đường truyền máy chủ.,Người dùng mạng vô tình bị tin nhắn giả dẫn vào trang web lạ sao chép.,Người mua nhận điểm thưởng nhưng báo với ngân hàng hủy thu đòi tiền.,Máy POS tính sai số tiền lớn do toàn hệ thống bị lỗi và không tính toán.,C,Người mua nhận điểm thưởng nhưng báo với ngân hàng hủy thu đòi tiền.,Đáp án chính xác là: Người mua nhận điểm thưởng nhưng báo với ngân hàng hủy thu đòi tiền.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
22,Chương 2. Tiết 4,2,1,Hành vi gửi tin nhắn SMS giả mạo ngân hàng kèm đường link giả mạo gọi là gì?,Hình thức Lừa đảo Giả mạo tin nhắn chứa mã độc vi rút lừa (Phishing).,Hành vi Lừa đảo thẻ tín dụng khách từ chối báo hủy lệnh (Chargeback).,Lỗi mất tín hiệu dẫn đến Hệ thống hoàn toàn rơi tình trạng ngưng trệ.,Giải pháp Sinh trắc học phân biệt giả mạo tin và các dạng dữ liệu thực.,A,Hình thức Lừa đảo Giả mạo tin nhắn chứa mã độc vi rút lừa (Phishing).,Đáp án chính xác là: Hình thức Lừa đảo Giả mạo tin nhắn chứa mã độc vi rút lừa (Phishing).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
23,Chương 2. Tiết 4,2,1,Lỗi hệ thống (System Downtime) là rủi ro mang tính hiện tượng gì?,Chủ quan do khách hàng sai sót mạng nội bộ hoặc wifi.,Khách hành hay có hành vi cố tình nhập sai các mã khóa bảo vệ.,Khách quan do đường truyền nghẽn dẫn đến giao dịch đang chạy bị treo.,Việc ngân hàng in thừa quá nhiều những giấy tờ hoặc cấp thiếu hạn mực sổ.,C,Khách quan do đường truyền nghẽn dẫn đến giao dịch đang chạy bị treo.,Đáp án chính xác là: Khách quan do đường truyền nghẽn dẫn đến giao dịch đang chạy bị treo.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
24,Chương 2. Tiết 4,2,1,Xu hướng công nghệ thanh toán tương lai KHÔNG bao gồm yếu tố nào?,Công nghệ tương tác Thanh toán không được tiếp chạm (Contactless/NFC).,Phương tiện Thanh toán thủ công xưa bằng tiền xu kim loại (Physical Coins).,Hệ thống Xác thực người dùng qua đặc trưng Sinh trắc học (Biometrics).,Ứng dụng cho Thanh toán bằng việc sử dụng linh động của Mã QR (Dynamic QR).,B,Phương tiện Thanh toán thủ công xưa bằng tiền xu kim loại (Physical Coins).,Đáp án chính xác là: Phương tiện Thanh toán thủ công xưa bằng tiền xu kim loại (Physical Coins).. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
25,Chương 2. Tiết 4,2,1,Đặc điểm của mã QR tĩnh (như tờ in ở quán nước) là gì?,Chỉ chứa các thông tin tài khoản người bán còn người mua phải nhập tiền.,Tự động tính đúng thông tin giá tiền và ngay lập tức phản hồi thông báo nợ.,Tự nhảy thay đổi thông số sang tài khoản khác sau mỗi lần giao dịch mua hàng.,Có khả năng tự xác thực khuôn mặt chủ cửa tiệm nhằm ngăn giả mạo lừa đảo.,A,Chỉ chứa các thông tin tài khoản người bán còn người mua phải nhập tiền.,Đáp án chính xác là: Chỉ chứa các thông tin tài khoản người bán còn người mua phải nhập tiền.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
26,Chương 2. Tiết 4,2,1,Sự ưu việt của Mã QR động (Dynamic QR) so với QR tĩnh là gì?,Chỉ có thể được dùng trên khổ giấy ảnh kích cỡ to in tại những siêu thị.,Chứa sẵn thông tin và mức báo giá chính xác trực tiếp kết nối ứng dụng thanh toán.,Cho phép hacker dễ xâm nhập và tùy lấy thông tin thẻ tín dụng của cửa hàng.,Bắt buộc các người dùng quét mã thường xuyên mang máy ứng dụng đến công ty.,B,Chứa sẵn thông tin và mức báo giá chính xác trực tiếp kết nối ứng dụng thanh toán.,Đáp án chính xác là: Chứa sẵn thông tin và mức báo giá chính xác trực tiếp kết nối ứng dụng thanh toán.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
27,Chương 2. Tiết 4,2,1,"Bài học ""Key Takeaways"" nhấn mạnh bản chất của tiền trong E-Payment là gì?",Là tiền giấy vật lý thực đang được gửi tốc hành qua các hệ thống bưu điện.,Tiền chính là những dòng mã nhị phân dữ liệu chạy qua đường kỹ thuật số máy.,Tiền điện tử là thứ hoàn toàn nằm độc lập với tiền sử dụng ở khu vực thực tế.,Sự tồn tại của các đoạn mã đóng dấu giáp lai trong cấu trúc kiểm soát tài khoản.,B,Tiền chính là những dòng mã nhị phân dữ liệu chạy qua đường kỹ thuật số máy.,Đáp án chính xác là: Tiền chính là những dòng mã nhị phân dữ liệu chạy qua đường kỹ thuật số máy.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
28,Chương 2. Tiết 4,2,1,"Trong Mini Case Study, tình huống Công ty trả lương cho nhân viên thuộc loại gì?",Thuộc về một hệ Thanh toán Thương mại có đính kèm hóa đơn Mua và bán hàng.,Thuộc hệ Thanh toán dịch vụ theo diện chuyển tiền mà không đính kèm hóa đơn.,Là loại Mua sắm hàng hóa kỹ thuật và linh kiện nội bộ qua sàn trực tuyến.,Việc sử dụng phương tiện dịch chuyển tiền tệ kiểu như chuyển hàng bưu kiện.,B,Thuộc hệ Thanh toán dịch vụ theo diện chuyển tiền mà không đính kèm hóa đơn.,Đáp án chính xác là: Thuộc hệ Thanh toán dịch vụ theo diện chuyển tiền mà không đính kèm hóa đơn.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
29,Chương 2. Tiết 4,2,1,"Trong Mini Case Study, tại sao tình huống Sinh viên A lên mạng chốt đôi giày Nike là Thanh toán Thương mại điện tử?",Vì giá trị đơn giày đó được xem như khoản chi lớn so với nhu cầu sử dụng thực.,Bởi vì giao dịch đã trực tiếp cung cấp hệ dòng tiền qua hệ thống mua đồ vật lý.,Do trường hợp trên dùng nền tảng mạng mà không phải giao kết trực tiếp cửa hàng.,Chủ yếu vì thanh toán bằng phiếu thưởng được tài trợ trong chiến dịch tặng quà của hãng.,B,Bởi vì giao dịch đã trực tiếp cung cấp hệ dòng tiền qua hệ thống mua đồ vật lý.,Đáp án chính xác là: Bởi vì giao dịch đã trực tiếp cung cấp hệ dòng tiền qua hệ thống mua đồ vật lý.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
30,Chương 2. Tiết 4,2,1,"Với tình huống ZaloPay yêu cầu mã OTP, mã OTP phục vụ 2 vai trò bảo mật nào?",Được xây dựng nhằm gia tăng Tính ưu tiên thao tác tiện dụng và Tính chính xác tuyệt đối.,Bảo đảm an toàn Tính mã hóa chặt chẽ trên mạng máy tính đường truyền và Tính toàn vẹn tĩnh.,Thỏa mãn tốt bộ Tính yêu cầu đánh giá xác thực cá nhân và Tính chặn chối bỏ thanh toán.,Nâng cao hệ Tính hiển thị số liệu minh bạch và Tính thao tác chuyển tiền nhanh hệ thống mạng.,C,Thỏa mãn tốt bộ Tính yêu cầu đánh giá xác thực cá nhân và Tính chặn chối bỏ thanh toán.,Đáp án chính xác là: Thỏa mãn tốt bộ Tính yêu cầu đánh giá xác thực cá nhân và Tính chặn chối bỏ thanh toán.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
